,housing,campaign,job,age,loan,marital,education
25501,no,1,self-employed,30,no,married,high.school
25502,yes,1,unemployed,32,no,divorced,high.school
25503,no,1,management,33,no,married,university.degree
25504,no,1,self-employed,35,yes,single,university.degree
25505,yes,1,technician,34,no,married,professional.course
25506,yes,1,admin.,41,no,single,university.degree
25507,no,1,entrepreneur,44,no,married,high.school
25508,yes,1,admin.,35,no,married,university.degree
25509,yes,1,admin.,35,no,married,university.degree
25510,yes,1,technician,45,yes,divorced,professional.course
25511,no,1,entrepreneur,44,no,married,high.school
25512,yes,1,technician,34,no,married,university.degree
25513,no,1,technician,34,no,married,university.degree
25514,yes,1,admin.,30,no,divorced,university.degree
25515,yes,1,management,58,no,divorced,university.degree
25516,no,1,management,30,no,single,university.degree
25517,yes,2,management,35,no,married,university.degree
25518,yes,1,self-employed,34,no,married,university.degree
25519,no,1,management,58,no,divorced,university.degree
25520,no,1,admin.,43,no,married,university.degree
25521,no,1,admin.,35,no,married,university.degree
25522,yes,1,blue-collar,33,no,married,basic.9y
25523,yes,1,housemaid,36,no,divorced,basic.9y
25524,no,2,housemaid,51,no,married,high.school
25525,yes,1,technician,29,yes,single,professional.course
25526,yes,1,services,41,no,divorced,high.school
25527,yes,1,technician,32,yes,married,professional.course
25528,yes,1,admin.,35,no,married,university.degree
25529,yes,1,technician,34,no,married,university.degree
25530,yes,1,technician,45,no,married,university.degree
25531,no,2,technician,40,no,married,professional.course
25532,no,2,admin.,51,no,married,high.school
25533,no,1,technician,29,yes,single,basic.9y
25534,no,1,technician,31,no,single,professional.course
25535,yes,1,admin.,29,yes,married,high.school
25536,yes,3,admin.,30,yes,single,high.school
25537,yes,1,technician,38,no,divorced,high.school
25538,yes,1,technician,45,no,married,university.degree
25539,no,1,blue-collar,29,yes,married,basic.4y
25540,no,1,management,32,no,divorced,university.degree
25541,yes,3,management,38,no,married,professional.course
25542,yes,1,blue-collar,50,no,married,basic.4y
25543,yes,1,technician,29,no,single,basic.9y
25544,yes,2,entrepreneur,33,no,married,high.school
25545,no,2,technician,35,yes,married,high.school
25546,no,1,admin.,36,no,single,university.degree
25547,yes,1,admin.,36,yes,single,university.degree
25548,yes,1,admin.,36,no,single,university.degree
25549,yes,1,admin.,48,no,married,university.degree
25550,yes,1,technician,32,no,single,professional.course
25551,yes,1,entrepreneur,42,no,single,university.degree
25552,yes,1,entrepreneur,29,no,married,basic.9y
25553,yes,1,admin.,37,no,married,professional.course
25554,yes,1,management,38,no,married,university.degree
25555,yes,1,admin.,30,no,single,high.school
25556,yes,1,entrepreneur,29,no,married,basic.9y
25557,yes,1,admin.,35,no,married,university.degree
25558,yes,1,blue-collar,43,no,married,basic.9y
25559,yes,1,admin.,48,no,single,university.degree
25560,no,1,admin.,36,no,divorced,high.school
25561,no,1,technician,31,no,married,university.degree
25562,no,1,admin.,34,no,married,high.school
25563,yes,1,blue-collar,36,no,married,basic.6y
25564,yes,1,blue-collar,36,no,married,basic.6y
25565,no,1,admin.,48,no,single,university.degree
25566,yes,1,admin.,36,no,divorced,high.school
25567,no,1,housemaid,29,no,single,high.school
25568,yes,2,technician,49,no,married,professional.course
25569,no,1,blue-collar,31,no,married,high.school
25570,yes,1,self-employed,56,no,married,university.degree
25571,yes,1,blue-collar,30,no,single,university.degree
25572,yes,1,technician,32,no,married,university.degree
25573,yes,1,blue-collar,36,no,married,basic.6y
25574,no,3,blue-collar,34,yes,married,basic.9y
25575,yes,1,housemaid,29,no,single,high.school
25576,yes,1,services,47,no,married,high.school
25577,no,1,admin.,33,no,married,university.degree
25578,no,1,admin.,34,no,married,university.degree
25579,yes,1,blue-collar,46,yes,married,basic.9y
25580,yes,1,technician,30,no,married,university.degree
25581,no,1,blue-collar,46,no,single,basic.4y
25582,yes,2,housemaid,54,yes,married,basic.9y
25583,yes,1,management,29,no,married,basic.9y
25584,no,1,housemaid,59,no,single,professional.course
25585,unknown,1,technician,33,unknown,single,professional.course
25586,no,1,admin.,33,no,single,high.school
25587,no,1,blue-collar,36,yes,married,basic.4y
25588,yes,1,self-employed,36,no,divorced,university.degree
25589,yes,1,management,49,no,married,high.school
25590,yes,1,entrepreneur,34,no,married,professional.course
25591,yes,1,entrepreneur,50,no,married,basic.4y
25592,yes,1,technician,33,no,single,high.school
25593,yes,1,blue-collar,38,no,married,basic.4y
25594,no,1,admin.,35,no,married,university.degree
25595,no,1,technician,32,no,married,university.degree
25596,no,1,blue-collar,32,no,single,high.school
25597,no,3,admin.,32,no,single,university.degree
25598,no,2,services,38,no,married,high.school
25599,yes,1,admin.,29,no,married,university.degree
25600,yes,2,admin.,35,no,married,university.degree
25601,no,1,management,49,no,married,high.school
25602,no,1,services,43,no,divorced,high.school
25603,yes,1,admin.,33,no,single,high.school
25604,yes,1,management,43,yes,married,university.degree
25605,no,4,services,32,no,married,high.school
25606,no,6,services,40,no,married,basic.9y
25607,no,3,student,32,no,married,university.degree
25608,no,2,management,48,no,married,university.degree
25609,no,2,management,53,no,married,basic.4y
25610,yes,2,admin.,34,yes,married,basic.6y
25611,no,4,blue-collar,49,no,married,basic.9y
25612,yes,2,management,34,no,single,university.degree
25613,no,1,unemployed,47,no,married,professional.course
25614,yes,2,blue-collar,52,no,married,professional.course
25615,no,2,management,36,no,married,university.degree
25616,yes,3,admin.,48,no,married,university.degree
25617,yes,2,services,33,no,single,high.school
25618,yes,2,unemployed,38,no,married,university.degree
25619,yes,1,unemployed,47,no,married,professional.course
25620,no,1,blue-collar,36,no,married,basic.6y
25621,yes,1,unemployed,47,no,married,professional.course
25622,yes,1,admin.,34,no,single,university.degree
25623,yes,1,services,56,yes,divorced,high.school
25624,yes,1,admin.,34,no,single,university.degree
25625,no,5,blue-collar,33,no,married,basic.4y
25626,no,1,blue-collar,30,yes,single,basic.9y
25627,yes,1,blue-collar,44,no,single,unknown
25628,no,2,blue-collar,47,no,married,basic.4y
25629,yes,2,blue-collar,50,no,married,basic.6y
25630,no,1,management,35,no,single,university.degree
25631,no,1,unemployed,37,no,married,professional.course
25632,no,1,services,45,no,divorced,basic.9y
25633,no,1,technician,38,no,married,professional.course
25634,no,2,services,44,no,single,high.school
25635,no,2,blue-collar,53,no,single,basic.4y
25636,no,1,services,43,no,divorced,high.school
25637,yes,3,entrepreneur,30,no,single,university.degree
25638,no,3,technician,31,no,married,professional.course
25639,no,2,blue-collar,29,no,married,basic.4y
25640,yes,2,management,38,no,married,university.degree
25641,yes,1,management,36,no,married,university.degree
25642,no,1,management,36,no,married,university.degree
25643,yes,1,management,36,no,married,university.degree
25644,yes,2,blue-collar,41,no,married,basic.6y
25645,yes,1,technician,40,no,married,high.school
25646,yes,1,technician,54,yes,married,professional.course
25647,no,1,admin.,40,no,single,high.school
25648,yes,1,admin.,35,no,married,university.degree
25649,no,1,services,32,no,married,high.school
25650,yes,1,admin.,31,no,single,high.school
25651,yes,1,admin.,31,no,single,high.school
25652,no,1,technician,35,no,married,university.degree
25653,yes,1,technician,35,no,married,university.degree
25654,yes,2,services,33,no,married,high.school
25655,yes,1,management,45,no,married,basic.9y
25656,yes,1,admin.,31,no,single,high.school
25657,yes,1,housemaid,47,no,married,unknown
25658,yes,1,blue-collar,49,no,married,basic.9y
25659,yes,1,self-employed,28,no,married,university.degree
25660,yes,1,technician,35,no,married,university.degree
25661,yes,1,management,58,no,divorced,high.school
25662,no,1,admin.,37,no,married,university.degree
25663,no,1,services,30,no,married,professional.course
25664,no,1,admin.,40,no,single,high.school
25665,no,1,services,33,no,single,high.school
25666,yes,3,services,36,no,married,university.degree
25667,no,2,admin.,55,no,married,university.degree
25668,yes,2,management,29,no,married,basic.9y
25669,yes,2,admin.,40,no,married,basic.9y
25670,yes,4,technician,32,no,married,high.school
25671,yes,4,management,32,no,single,professional.course
25672,yes,2,blue-collar,36,yes,married,basic.9y
25673,yes,1,self-employed,51,no,divorced,university.degree
25674,no,2,admin.,48,no,single,basic.4y
25675,yes,2,entrepreneur,42,no,single,university.degree
25676,yes,1,entrepreneur,32,no,married,high.school
25677,no,1,admin.,42,no,single,university.degree
25678,yes,1,technician,34,no,married,high.school
25679,yes,1,entrepreneur,32,no,married,high.school
25680,no,1,technician,33,no,married,university.degree
25681,yes,1,admin.,35,yes,married,basic.9y
25682,yes,3,entrepreneur,38,no,married,professional.course
25683,no,1,management,36,no,married,university.degree
25684,yes,2,services,34,no,single,high.school
25685,yes,1,management,37,no,single,university.degree
25686,no,1,technician,34,yes,married,high.school
25687,no,1,entrepreneur,33,no,married,basic.9y
25688,yes,1,blue-collar,37,no,married,basic.9y
25689,no,1,admin.,39,no,married,high.school
25690,yes,1,admin.,36,yes,single,university.degree
25691,no,1,admin.,36,no,single,university.degree
25692,no,1,admin.,43,no,single,high.school
25693,yes,1,services,29,no,single,high.school
25694,no,1,admin.,36,no,single,university.degree
25695,yes,1,retired,56,no,single,university.degree
25696,no,2,blue-collar,46,no,married,basic.9y
25697,yes,2,blue-collar,38,yes,married,professional.course
25698,no,3,housemaid,45,no,married,high.school
25699,yes,1,blue-collar,35,no,married,high.school
25700,yes,1,entrepreneur,36,no,single,university.degree
25701,no,1,services,35,no,married,university.degree
25702,yes,1,entrepreneur,36,no,single,university.degree
25703,yes,1,services,32,no,married,high.school
25704,no,1,admin.,44,no,single,university.degree
25705,no,1,technician,47,no,married,university.degree
25706,no,1,services,32,yes,married,high.school
25707,yes,1,admin.,44,no,single,university.degree
25708,yes,3,self-employed,34,no,married,professional.course
25709,yes,2,management,46,yes,divorced,high.school
25710,yes,1,admin.,51,no,married,university.degree
25711,yes,1,technician,31,no,single,university.degree
25712,yes,1,blue-collar,36,no,married,high.school
25713,no,3,management,34,no,single,high.school
25714,yes,2,admin.,35,no,married,university.degree
25715,yes,1,admin.,41,no,married,university.degree
25716,yes,1,blue-collar,30,no,married,basic.9y
25717,yes,2,management,31,no,single,university.degree
25718,no,3,technician,54,no,married,basic.9y
25719,yes,1,admin.,55,yes,married,university.degree
25720,yes,1,blue-collar,35,yes,single,professional.course
25721,yes,1,entrepreneur,36,no,single,university.degree
25722,no,1,admin.,41,no,married,university.degree
25723,yes,2,admin.,38,yes,married,basic.9y
25724,yes,1,entrepreneur,36,no,single,university.degree
25725,yes,2,technician,32,no,married,university.degree
25726,yes,1,blue-collar,38,yes,divorced,high.school
25727,no,1,blue-collar,53,no,married,basic.9y
25728,yes,1,admin.,45,no,married,high.school
25729,no,1,self-employed,39,no,married,basic.9y
25730,unknown,2,blue-collar,32,unknown,single,high.school
25731,no,1,management,29,no,single,university.degree
25732,yes,1,blue-collar,40,no,married,basic.6y
25733,no,1,admin.,36,no,married,university.degree
25734,no,2,entrepreneur,51,no,married,university.degree
25735,yes,1,management,31,no,married,university.degree
25736,no,2,blue-collar,32,no,married,basic.9y
25737,yes,1,management,34,no,married,university.degree
25738,no,1,retired,56,no,married,basic.9y
25739,no,1,housemaid,35,no,divorced,basic.9y
25740,yes,1,housemaid,35,no,divorced,basic.9y
25741,yes,1,unemployed,33,no,married,basic.9y
25742,yes,1,unemployed,34,no,married,basic.4y
25743,yes,1,management,40,no,married,professional.course
25744,yes,1,retired,58,no,married,basic.9y
25745,no,1,blue-collar,30,no,married,professional.course
25746,no,2,self-employed,34,no,married,university.degree
25747,no,5,management,49,yes,divorced,university.degree
25748,no,3,technician,40,no,single,university.degree
25749,no,1,services,44,no,married,high.school
25750,no,1,student,32,no,single,university.degree
25751,no,2,blue-collar,48,no,single,basic.9y
25752,yes,1,student,32,no,single,university.degree
25753,yes,2,entrepreneur,31,no,married,university.degree
25754,no,1,management,47,no,married,basic.9y
25755,yes,2,blue-collar,53,no,married,basic.9y
25756,no,1,blue-collar,36,no,married,basic.6y
25757,no,1,admin.,30,no,divorced,high.school
25758,yes,1,admin.,30,no,divorced,high.school
25759,yes,2,entrepreneur,32,no,married,high.school
25760,no,1,blue-collar,29,no,single,basic.9y
25761,yes,1,blue-collar,29,no,single,basic.9y
25762,no,1,technician,36,no,married,high.school
25763,no,1,self-employed,52,no,married,university.degree
25764,yes,2,blue-collar,34,yes,married,basic.6y
25765,yes,1,self-employed,44,no,married,university.degree
25766,yes,1,management,46,no,married,unknown
25767,yes,1,entrepreneur,51,no,divorced,university.degree
25768,yes,1,entrepreneur,52,no,married,unknown
25769,yes,1,admin.,36,no,single,university.degree
25770,no,1,services,29,no,married,high.school
25771,yes,1,technician,31,yes,single,basic.9y
25772,no,1,technician,44,no,married,professional.course
25773,yes,1,management,52,no,married,university.degree
25774,yes,1,services,32,yes,married,unknown
25775,yes,1,admin.,36,no,single,university.degree
25776,yes,1,self-employed,35,no,married,university.degree
25777,yes,4,technician,39,no,single,professional.course
25778,no,1,self-employed,50,no,unknown,basic.6y
25779,yes,1,services,31,no,married,high.school
25780,yes,2,blue-collar,46,no,married,basic.4y
25781,yes,5,technician,31,no,married,basic.9y
25782,yes,1,technician,52,no,single,basic.4y
25783,no,3,technician,48,no,married,professional.course
25784,yes,1,technician,34,no,married,professional.course
25785,yes,2,management,58,no,married,university.degree
25786,yes,1,admin.,48,no,single,high.school
25787,no,1,technician,55,no,married,basic.9y
25788,yes,1,management,54,no,divorced,university.degree
25789,yes,1,admin.,52,no,married,high.school
25790,no,1,entrepreneur,42,no,single,university.degree
25791,no,1,admin.,43,no,single,university.degree
25792,yes,2,admin.,30,no,divorced,high.school
25793,yes,1,admin.,30,no,single,university.degree
25794,yes,2,management,42,no,married,university.degree
25795,yes,1,entrepreneur,31,no,married,high.school
25796,no,1,blue-collar,31,no,married,basic.9y
25797,yes,1,blue-collar,31,yes,married,basic.9y
25798,yes,1,entrepreneur,38,yes,divorced,basic.9y
25799,no,1,management,47,no,married,basic.4y
25800,yes,2,blue-collar,52,no,married,professional.course
25801,yes,1,admin.,30,yes,married,university.degree
25802,yes,1,management,47,no,married,basic.4y
25803,yes,1,services,33,yes,married,high.school
25804,yes,3,self-employed,35,no,single,university.degree
25805,yes,1,admin.,33,no,married,high.school
25806,yes,1,management,47,no,married,university.degree
25807,yes,1,technician,38,no,married,professional.course
25808,yes,1,technician,38,no,married,professional.course
25809,no,5,management,30,no,married,university.degree
25810,yes,1,admin.,32,yes,single,high.school
25811,yes,1,blue-collar,38,no,married,basic.6y
25812,no,1,management,47,no,married,basic.4y
25813,yes,1,admin.,39,no,single,university.degree
25814,yes,3,services,30,no,married,professional.course
25815,no,4,admin.,33,no,divorced,high.school
25816,no,1,services,30,no,married,high.school
25817,no,2,blue-collar,35,no,single,high.school
25818,no,2,blue-collar,29,no,married,basic.9y
25819,yes,2,management,36,no,married,university.degree
25820,no,1,technician,40,no,married,basic.9y
25821,yes,2,admin.,31,no,married,university.degree
25822,no,1,technician,40,no,married,basic.9y
25823,no,1,services,31,no,married,high.school
25824,no,2,management,34,no,married,university.degree
25825,no,1,services,34,no,single,high.school
25826,yes,1,blue-collar,45,yes,married,basic.4y
25827,yes,5,admin.,30,no,married,university.degree
25828,no,1,technician,40,no,married,basic.9y
25829,yes,5,services,44,no,single,high.school
25830,yes,1,technician,40,no,married,professional.course
25831,yes,2,management,35,yes,single,university.degree
25832,yes,2,services,30,no,married,professional.course
25833,yes,1,entrepreneur,32,no,married,basic.4y
25834,no,1,services,30,no,single,high.school
25835,yes,1,entrepreneur,32,no,married,basic.4y
25836,no,1,retired,52,no,married,university.degree
25837,yes,1,services,32,no,married,professional.course
25838,yes,1,technician,38,no,single,basic.6y
25839,no,2,blue-collar,35,no,married,basic.6y
25840,no,1,technician,38,no,single,basic.6y
25841,no,2,admin.,40,no,single,university.degree
25842,yes,2,technician,36,no,married,professional.course
25843,yes,1,services,29,no,single,high.school
25844,yes,7,entrepreneur,32,no,married,basic.4y
25845,no,1,technician,35,no,single,professional.course
25846,no,2,admin.,30,no,divorced,high.school
25847,yes,3,admin.,51,no,married,high.school
25848,no,1,technician,35,no,single,professional.course
25849,yes,1,blue-collar,45,no,divorced,basic.9y
25850,yes,1,admin.,44,no,single,high.school
25851,yes,1,admin.,39,no,married,university.degree
25852,no,2,blue-collar,31,yes,single,basic.4y
25853,yes,1,blue-collar,31,no,single,high.school
25854,no,1,blue-collar,31,no,single,high.school
25855,no,1,blue-collar,31,no,single,high.school
25856,yes,1,technician,39,no,single,professional.course
25857,no,1,technician,35,yes,divorced,professional.course
25858,no,1,unknown,34,no,divorced,basic.4y
25859,no,2,management,45,yes,married,university.degree
25860,no,2,admin.,30,no,divorced,high.school
25861,yes,1,admin.,34,no,married,university.degree
25862,yes,1,admin.,34,yes,married,university.degree
25863,yes,2,blue-collar,30,no,married,basic.4y
25864,no,1,services,32,no,single,high.school
25865,no,3,admin.,55,no,divorced,high.school
25866,no,2,housemaid,50,no,divorced,high.school
25867,no,1,self-employed,33,no,single,basic.4y
25868,no,1,unemployed,47,no,married,high.school
25869,yes,2,blue-collar,35,no,married,basic.9y
25870,yes,3,admin.,32,no,married,university.degree
25871,yes,1,blue-collar,31,no,single,high.school
25872,yes,2,entrepreneur,54,no,married,university.degree
25873,yes,1,admin.,40,no,married,university.degree
25874,no,1,blue-collar,34,no,single,basic.9y
25875,yes,2,management,33,no,married,university.degree
25876,yes,1,management,37,no,divorced,university.degree
25877,no,1,management,37,no,divorced,university.degree
25878,yes,1,management,33,yes,married,university.degree
25879,yes,2,technician,31,no,married,university.degree
25880,no,1,admin.,39,no,married,university.degree
25881,no,1,blue-collar,31,no,single,high.school
25882,yes,1,management,43,no,married,university.degree
25883,no,2,management,29,no,married,basic.9y
25884,yes,1,unemployed,42,no,divorced,high.school
25885,yes,1,blue-collar,49,no,divorced,basic.9y
25886,no,1,blue-collar,49,no,divorced,basic.9y
25887,no,2,technician,38,no,married,professional.course
25888,no,1,management,29,no,married,university.degree
25889,no,1,admin.,43,no,divorced,university.degree
25890,yes,1,management,34,no,single,high.school
25891,no,1,admin.,29,no,married,university.degree
25892,no,1,technician,38,no,married,professional.course
25893,no,1,services,48,no,divorced,basic.4y
25894,no,2,blue-collar,29,no,married,high.school
25895,yes,1,blue-collar,46,no,married,basic.9y
25896,yes,3,technician,29,no,single,professional.course
25897,yes,2,admin.,36,no,married,university.degree
25898,yes,2,management,36,no,married,university.degree
25899,yes,5,entrepreneur,38,no,divorced,basic.9y
25900,yes,2,services,49,no,married,basic.6y
25901,no,7,admin.,48,no,married,university.degree
25902,yes,2,admin.,30,no,single,high.school
25903,no,2,entrepreneur,38,no,divorced,basic.9y
25904,yes,1,blue-collar,33,no,single,basic.9y
25905,yes,1,blue-collar,30,no,married,basic.9y
25906,no,1,blue-collar,49,no,divorced,basic.6y
25907,yes,2,entrepreneur,53,no,divorced,university.degree
25908,yes,2,admin.,35,no,married,university.degree
25909,no,1,management,56,no,married,university.degree
25910,no,1,technician,47,yes,married,basic.9y
25911,yes,1,admin.,40,no,married,high.school
25912,no,1,management,39,no,married,high.school
25913,no,1,management,37,no,married,university.degree
25914,yes,1,management,56,no,married,university.degree
25915,no,3,technician,31,no,married,university.degree
25916,yes,2,services,44,no,married,high.school
25917,yes,1,admin.,47,no,married,university.degree
25918,yes,1,services,42,yes,married,professional.course
25919,yes,1,admin.,40,no,married,high.school
25920,yes,2,technician,31,no,single,university.degree
25921,no,2,entrepreneur,32,yes,married,university.degree
25922,yes,1,admin.,41,no,married,university.degree
25923,yes,1,admin.,37,yes,single,university.degree
25924,yes,1,admin.,41,yes,married,university.degree
25925,yes,1,admin.,37,no,single,university.degree
25926,yes,3,entrepreneur,30,no,married,high.school
25927,no,1,technician,32,yes,married,university.degree
25928,yes,1,technician,30,yes,divorced,basic.9y
25929,yes,1,admin.,44,no,single,university.degree
25930,yes,2,admin.,39,yes,single,university.degree
25931,no,1,admin.,37,no,single,university.degree
25932,yes,4,entrepreneur,42,yes,married,basic.4y
25933,no,2,technician,30,no,married,high.school
25934,yes,10,entrepreneur,53,no,married,unknown
25935,no,1,blue-collar,38,no,married,basic.9y
25936,no,1,admin.,31,no,married,basic.9y
25937,no,1,blue-collar,38,no,married,basic.9y
25938,yes,1,blue-collar,43,no,single,basic.6y
25939,yes,2,management,48,no,divorced,university.degree
25940,no,2,technician,55,yes,married,basic.9y
25941,yes,2,admin.,35,yes,married,university.degree
25942,yes,5,self-employed,34,no,married,university.degree
25943,yes,2,admin.,42,no,married,university.degree
25944,no,2,entrepreneur,33,no,married,basic.6y
25945,yes,3,admin.,31,no,single,high.school
25946,yes,2,technician,43,no,divorced,university.degree
25947,yes,2,management,58,no,married,university.degree
25948,yes,1,management,53,no,married,basic.4y
25949,no,1,blue-collar,39,no,married,basic.9y
25950,yes,1,admin.,36,no,single,university.degree
25951,no,2,housemaid,38,no,married,basic.6y
25952,no,1,admin.,36,no,single,university.degree
25953,no,2,blue-collar,30,no,single,basic.9y
25954,yes,3,blue-collar,29,no,married,high.school
25955,yes,2,admin.,39,no,married,university.degree
25956,no,1,blue-collar,39,yes,married,basic.9y
25957,yes,1,entrepreneur,32,yes,married,university.degree
25958,yes,1,management,34,no,married,university.degree
25959,yes,2,management,47,no,married,high.school
25960,yes,3,blue-collar,56,no,divorced,basic.9y
25961,yes,1,management,56,yes,married,university.degree
25962,yes,1,services,37,no,single,high.school
25963,yes,1,blue-collar,31,no,single,high.school
25964,yes,1,blue-collar,38,no,single,basic.6y
25965,no,1,admin.,40,no,married,university.degree
25966,yes,1,blue-collar,47,no,married,basic.9y
25967,no,1,technician,31,no,single,professional.course
25968,yes,1,self-employed,31,no,married,university.degree
25969,no,1,blue-collar,38,no,single,basic.6y
25970,no,2,management,49,no,married,university.degree
25971,yes,2,entrepreneur,56,no,married,university.degree
25972,yes,1,admin.,31,yes,married,university.degree
25973,no,1,unemployed,39,no,married,basic.9y
25974,yes,1,admin.,46,no,divorced,university.degree
25975,yes,1,self-employed,46,no,divorced,basic.9y
25976,yes,1,technician,35,yes,single,basic.9y
25977,yes,2,blue-collar,51,no,married,basic.9y
25978,yes,1,unemployed,39,no,married,basic.9y
25979,no,1,technician,35,no,single,basic.9y
25980,yes,1,technician,35,no,single,basic.9y
25981,yes,2,management,57,no,married,university.degree
25982,no,1,technician,35,no,single,basic.9y
25983,yes,2,blue-collar,38,no,divorced,basic.6y
25984,no,1,services,34,no,divorced,basic.6y
25985,yes,1,technician,50,no,married,university.degree
25986,yes,1,admin.,35,no,married,university.degree
25987,yes,2,admin.,42,no,married,professional.course
25988,yes,1,self-employed,32,no,married,university.degree
25989,no,1,management,32,yes,single,university.degree
25990,yes,1,self-employed,32,no,single,university.degree
25991,no,1,entrepreneur,34,no,single,basic.9y
25992,yes,1,services,34,yes,single,basic.9y
25993,no,3,housemaid,54,no,married,basic.9y
25994,no,4,admin.,48,no,married,high.school
25995,yes,1,self-employed,33,yes,married,university.degree
25996,yes,3,management,35,yes,married,university.degree
25997,no,1,blue-collar,29,no,married,professional.course
25998,yes,1,admin.,34,no,married,university.degree
25999,yes,1,admin.,49,no,divorced,high.school
26000,no,1,blue-collar,53,no,divorced,basic.9y
26001,yes,1,services,31,no,single,high.school
26002,yes,2,unemployed,51,no,divorced,university.degree
26003,no,3,services,34,no,married,high.school
26004,no,2,admin.,35,no,married,professional.course
26005,no,4,entrepreneur,35,no,divorced,university.degree
26006,no,4,self-employed,42,no,single,university.degree
26007,yes,2,entrepreneur,31,yes,married,high.school
26008,no,2,admin.,43,no,married,university.degree
26009,no,4,entrepreneur,37,no,married,university.degree
26010,no,2,entrepreneur,37,no,married,university.degree
26011,yes,2,admin.,35,no,single,university.degree
26012,yes,2,admin.,38,no,married,university.degree
26013,no,2,management,43,no,married,university.degree
26014,yes,3,admin.,32,no,married,university.degree
26015,no,2,technician,42,no,married,basic.9y
26016,yes,3,management,52,no,married,university.degree
26017,yes,3,admin.,31,no,married,basic.9y
26018,no,2,admin.,38,no,single,university.degree
26019,yes,2,entrepreneur,36,no,single,university.degree
26020,yes,2,admin.,33,no,single,university.degree
26021,yes,2,management,55,no,married,professional.course
26022,yes,2,management,42,no,married,university.degree
26023,no,2,management,43,yes,married,university.degree
26024,no,2,management,32,no,single,university.degree
26025,no,2,blue-collar,36,no,married,basic.6y
26026,yes,3,blue-collar,30,no,married,professional.course
26027,yes,3,admin.,45,no,married,university.degree
26028,unknown,2,admin.,41,unknown,divorced,basic.9y
26029,no,2,entrepreneur,36,no,single,university.degree
26030,yes,4,blue-collar,46,no,married,basic.4y
26031,yes,2,technician,35,yes,married,university.degree
26032,no,2,management,33,no,married,university.degree
26033,yes,4,technician,31,no,single,high.school
26034,yes,2,blue-collar,54,no,married,basic.4y
26035,no,3,blue-collar,40,no,married,basic.6y
26036,yes,2,technician,38,no,married,professional.course
26037,no,3,management,51,no,married,high.school
26038,no,2,services,34,no,single,high.school
26039,yes,2,technician,46,no,married,basic.9y
26040,no,4,technician,40,no,married,high.school
26041,no,2,technician,30,no,single,professional.course
26042,yes,3,management,35,no,married,university.degree
26043,yes,2,management,46,no,married,university.degree
26044,yes,2,admin.,52,no,married,high.school
26045,no,2,blue-collar,31,no,married,basic.4y
26046,yes,3,blue-collar,53,no,divorced,basic.6y
26047,no,2,entrepreneur,56,yes,married,basic.9y
26048,yes,2,management,46,no,divorced,high.school
26049,yes,2,admin.,30,no,married,high.school
26050,yes,3,technician,53,no,single,professional.course
26051,no,5,blue-collar,39,yes,married,basic.6y
26052,no,2,technician,45,no,married,university.degree
26053,no,2,admin.,36,no,single,university.degree
26054,yes,3,services,33,yes,married,high.school
26055,yes,3,admin.,30,no,married,high.school
26056,yes,2,blue-collar,31,no,single,high.school
26057,yes,2,blue-collar,45,no,married,basic.9y
26058,yes,2,services,37,yes,married,high.school
26059,yes,3,blue-collar,42,no,married,basic.4y
26060,no,2,management,36,yes,divorced,high.school
26061,no,3,services,44,no,married,high.school
26062,yes,2,housemaid,48,no,single,high.school
26063,no,4,management,55,no,married,university.degree
26064,no,2,admin.,40,no,single,high.school
26065,unknown,2,management,34,unknown,married,university.degree
26066,no,3,management,56,no,divorced,university.degree
26067,no,2,management,56,no,married,university.degree
26068,no,2,housemaid,41,no,divorced,university.degree
26069,yes,2,admin.,36,no,divorced,high.school
26070,yes,2,blue-collar,32,no,married,basic.6y
26071,unknown,3,blue-collar,40,unknown,married,basic.6y
26072,no,5,management,50,no,married,basic.6y
26073,yes,2,admin.,43,no,married,university.degree
26074,no,2,management,36,no,married,high.school
26075,yes,2,admin.,49,yes,single,basic.9y
26076,no,2,technician,33,no,married,university.degree
26077,yes,3,services,38,yes,married,high.school
26078,no,2,services,32,no,divorced,high.school
26079,yes,3,services,39,no,divorced,high.school
26080,no,3,admin.,29,no,married,university.degree
26081,yes,3,services,33,no,married,high.school
26082,yes,4,housemaid,48,no,married,basic.6y
26083,yes,2,blue-collar,35,no,married,basic.9y
26084,no,2,entrepreneur,53,no,married,unknown
26085,no,3,admin.,32,no,single,university.degree
26086,no,3,admin.,50,no,married,high.school
26087,no,5,technician,49,no,divorced,basic.9y
26088,no,5,technician,35,no,single,high.school
26089,no,3,blue-collar,44,no,married,basic.6y
26090,yes,2,technician,40,yes,divorced,high.school
26091,no,2,admin.,39,no,married,university.degree
26092,yes,2,admin.,46,no,single,high.school
26093,no,2,entrepreneur,44,yes,married,university.degree
26094,no,2,services,33,no,married,high.school
26095,yes,2,entrepreneur,44,no,married,university.degree
26096,no,5,blue-collar,54,no,married,basic.6y
26097,no,2,management,37,yes,married,university.degree
26098,yes,2,services,32,no,single,university.degree
26099,no,3,management,48,no,married,high.school
26100,no,2,blue-collar,32,yes,married,basic.6y
26101,yes,2,management,56,no,married,university.degree
26102,yes,2,technician,36,no,married,high.school
26103,yes,3,technician,31,no,single,university.degree
26104,yes,2,blue-collar,39,yes,married,basic.6y
26105,yes,3,entrepreneur,52,yes,married,university.degree
26106,yes,7,technician,36,no,married,professional.course
26107,no,2,management,37,yes,married,university.degree
